2010-05-26 23:19:56 Notice: Notice (8): Undefined variable: from in [/home/takuji/project/study/views/studies/add.ctp, line 9]
2010-05-27 23:07:03 Notice: Notice (8): Undefined index: study_id in [/home/takuji/project/study/controllers/slides_controller.php, line 48]
2010-05-27 23:07:03 Notice: Notice (8): Undefined variable: study_rid in [/home/takuji/project/study/controllers/studies_controller.php, line 28]
2010-05-27 23:07:04 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:08:19 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:08:20 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:08:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:08:32 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:08:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:08:47 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:08:51 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:09:19 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:09:23 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:13:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:13:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:14:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:14:24 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:14:24 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:14:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:14:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:14:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:14:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:14:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:14:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:33 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:33 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:33 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:33 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:34 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:34 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:48 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:55 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:15:57 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:17:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:17:37 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:17:37 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:17:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:17:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:17:49 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:17:53 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:18:39 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:18:45 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:18:49 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:18:52 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:18:56 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:00 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:04 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:05 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:20 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:20 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:22 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:23 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:23 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:19:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:20:09 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:20:21 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:20:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:20:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:20:33 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:20:33 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:20:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:22:17 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:23:09 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:23:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:23:11 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:24:17 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:24:18 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:24:19 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:24:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:24:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:24:31 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:25:15 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:25:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:28:23 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:28:51 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:37 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:41 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:41 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:44 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:44 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:45 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:45 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:46 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:30:46 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:32:19 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:32:45 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:32:51 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:32:51 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:33:53 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:34:01 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:34:04 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:34:04 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:08 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:08 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:09 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:09 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:09 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:09 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:11 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:36:11 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:37:04 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:37:04 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:37:15 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:37:15 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:37:17 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:37:17 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:37:18 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:37:18 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:46:23 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:46:23 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:48 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:48 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:54 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:54 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:56 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:56 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:58 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:59 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:51:59 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:21 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:21 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:23 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:23 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:25 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:26 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:27 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:28 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:28 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:29 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:30 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:30 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:32 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:32 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:33 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:33 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:34 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:34 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:35 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:53:35 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:35 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:35 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:36 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:36 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:37 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:37 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:38 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:54:59 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:56:44 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:57:40 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:57:52 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:58:50 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:59:09 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-27 23:59:24 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:00:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:01:03 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:02:03 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:02:30 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:02:42 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:02:52 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:02:59 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:01 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:35 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:40 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:40 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:43 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:44 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:44 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:47 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:47 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:48 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:48 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:49 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:49 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:50 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:50 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:52 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:03:52 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:06 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:06 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:07 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:08 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:08 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:09 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:09 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:10 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:11 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:11 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:12 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:12 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:14 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
2010-05-28 00:04:14 Notice: Notice (8): Undefined variable: javascript in [/home/takuji/project/study/views/layouts/default.ctp, line 15]
